,0
2080,234997512
2081,243251248
2082,208956206
2083,230229412
2084,217787592
2085,32673469
2086,38568746
2087,229805204
2088,215838946
2089,38796928
2090,47839368
2091,224802193
2092,219732124
2093,211371251
2094,226362261
2095,200823837
2096,43409853
2097,218738805
2098,200587466
2099,37520679
2100,47261064
2101,204415782
2102,36115552
2103,42335283
2104,48537946
2105,34931557
2106,230138272
2107,787418
2108,39636736
2109,212648965
2110,38369248
2111,208646175
2112,33456217
2113,231111388
2114,210905093
2115,47997531
2116,50905237
2117,35632149
2118,204253644
2119,210174017
2120,230615133
2121,213158914
2122,205802020
2123,40521697
2124,39737787
2125,40314048
2126,200193806
2127,227038699
2128,51401303
2129,37977865
2130,35921833
2131,202325578
2132,48446017
2133,205761491
2134,228930441
2135,32642080
2136,203905632
2137,238076197
2138,218135368
2139,36284013
2140,32789848
2141,44951455
2142,50560334
2143,203687885
2144,212182657
